id,league,max_value_age,start_age,end_age,prime_duration,threshold_value,threshold_pct,skip_before_used,skip_after_used
CHESS-abdimalik-abdisalimov-00,CHESS_M,18,18,18,1,2938.3,70,FALSE,FALSE
CHESS-abdulla-gadimbayli-00,CHESS_M,18,18,21,4,2911.5,70,FALSE,TRUE
CHESS-adhiban-baskaran-00,CHESS_M,32,25,32,8,2594.7,70,TRUE,FALSE
CHESS-adrien-demuth-00,CHESS_M,19,19,20,2,2857.6,70,FALSE,TRUE
CHESS-agnieszka-dmochowska-00,CHESS_F,20,20,21,2,2201.9,70,TRUE,FALSE
CHESS-alberto-barp-00,CHESS_M,23,22,23,2,2715.8,70,FALSE,FALSE
CHESS-aleksandr-lenderman-00,CHESS_M,33,28,35,8,2668.5,70,TRUE,FALSE
CHESS-aleksandra-goryachkina-00,CHESS_F,26,26,26,1,2807.8,70,FALSE,FALSE
CHESS-aleksandra-lach-00,CHESS_F,30,24,30,7,2338.9,70,FALSE,FALSE
CHESS-aleksandra-tarnowska-00,CHESS_F,27,27,29,3,2282.4,70,FALSE,FALSE
CHESS-alexandra-botez-00,CHESS_F,28,27,29,3,2439.8,70,FALSE,FALSE
CHESS-alina-bivol-00,CHESS_F,25,24,27,4,2506.3,70,FALSE,TRUE
CHESS-alon-mindlin-00,CHESS_M,27,27,28,2,2905,70,FALSE,FALSE
CHESS-alvar-alonso-rosell-00,CHESS_M,28,25,32,8,2627.2,70,TRUE,FALSE
CHESS-amin-tabatabaei-00,CHESS_M,19,19,20,2,3133.9,70,FALSE,FALSE
CHESS-amir-zaibi-00,CHESS_M,35,31,36,6,2341.7,70,TRUE,FALSE
CHESS-amirreza-pourramezanali-00,CHESS_M,25,25,32,8,2621.3999999999996,70,TRUE,FALSE
CHESS-anastasia-avramidou-00,CHESS_F,24,21,25,5,2670.2,70,FALSE,FALSE
CHESS-anastasiya-rakhmangulova-00,CHESS_F,24,24,25,2,2621.4,70,FALSE,FALSE
CHESS-andreea-navrotescu-00,CHESS_F,27,25,27,3,2434.3,70,TRUE,FALSE
CHESS-andrei-matsenko-00,CHESS_M,25,23,28,6,2622.1,70,FALSE,FALSE
CHESS-andrey-esipenko-00,CHESS_M,22,22,22,1,3112.9,70,TRUE,FALSE
CHESS-ankit-rajpara-00,CHESS_M,26,25,30,6,2663.2,70,TRUE,FALSE
CHESS-anna-kantane-00,CHESS_F,27,27,27,1,2380.9,70,FALSE,FALSE
CHESS-anna-kubicka-00,CHESS_F,20,20,21,2,2601.8,70,FALSE,FALSE
CHESS-anna-maja-kazarian-00,CHESS_F,25,20,25,6,2422.7,70,FALSE,FALSE
CHESS-anna-warakomska-00,CHESS_F,29,26,29,4,2267.9,70,TRUE,TRUE
CHESS-anton-smirnov-00,CHESS_M,23,23,23,1,3087.4,70,FALSE,FALSE
CHESS-antonios-pavlidis-00,CHESS_M,27,27,28,2,2727.2,70,TRUE,TRUE
CHESS-aram-hakobyan-00,CHESS_M,21,21,23,3,3127.6,70,FALSE,FALSE
CHESS-arjun-kalyan-00,CHESS_M,20,20,20,1,2834.4,70,FALSE,TRUE
CHESS-armin-juhasz-00,CHESS_M,23,22,23,2,2626.1,70,TRUE,TRUE
CHESS-arturs-bernotas-00,CHESS_M,29,28,29,2,2665.1,70,FALSE,FALSE
CHESS-aryan-gholami-00,CHESS_M,20,19,21,3,2798.3,70,FALSE,TRUE
CHESS-aryan-tari-00,CHESS_M,23,23,24,2,3082.1,70,FALSE,FALSE
CHESS-asaf-givon-00,CHESS_M,27,25,30,6,2558.1,70,TRUE,FALSE
CHESS-atulya-shetty-00,CHESS_M,25,18,25,8,2454,70,FALSE,TRUE
CHESS-avital-boruchovsky-00,CHESS_M,27,22,27,6,2807.5,70,TRUE,FALSE
CHESS-bai-jinshi-00,CHESS_M,24,24,25,2,2897,70,TRUE,FALSE
CHESS-benjamin-bok-00,CHESS_M,29,25,30,6,2944,70,TRUE,FALSE
CHESS-benjamin-haldorsen-00,CHESS_M,25,24,25,2,2518.1,70,TRUE,FALSE
CHESS-bianka-havanecz-00,CHESS_F,27,27,27,1,2450.1,70,FALSE,FALSE
CHESS-boris-markoja-00,CHESS_M,22,21,22,2,2755.4,70,FALSE,TRUE
CHESS-boris-navrodskiy-00,CHESS_M,20,20,21,2,2320.7,70,TRUE,FALSE
CHESS-borya-ider-00,CHESS_M,30,28,30,3,2873.8,70,TRUE,FALSE
CHESS-bruna-tuzi-00,CHESS_F,25,25,28,4,1916.6,70,TRUE,FALSE
CHESS-carles-diaz-camallonga-00,CHESS_M,25,22,27,6,2715.7,70,FALSE,TRUE
CHESS-carlos-daniel-albornoz-cabrera-00,CHESS_M,20,20,21,2,2897.9,70,FALSE,FALSE
CHESS-ccile-haussernot-00,CHESS_F,26,25,26,2,2661,70,FALSE,FALSE
CHESS-chelsie-monica-ignesias-sihite-00,CHESS_F,25,24,29,6,2587.8,70,FALSE,FALSE
CHESS-christophe-sochacki-00,CHESS_M,28,27,28,2,2797.2,70,TRUE,TRUE
CHESS-christopher-noe-00,CHESS_M,25,25,28,4,2821,70,TRUE,FALSE
CHESS-conrad-holt-00,CHESS_M,27,27,28,2,2909,70,TRUE,FALSE
CHESS-daniel-naroditsky-00,CHESS_M,25,23,29,7,3229.3,70,FALSE,FALSE
CHESS-daniel-sadzikowski-00,CHESS_M,28,26,31,6,2642.6,70,TRUE,FALSE
CHESS-daniela-movileanu-00,CHESS_F,21,21,24,4,2293.9,70,FALSE,TRUE
CHESS-daniil-dubov-00,CHESS_M,28,22,28,7,3051.3,70,FALSE,FALSE
CHESS-daria-ioana-visanescu-00,CHESS_F,22,22,26,5,2134.3,70,TRUE,TRUE
CHESS-david-arenas-00,CHESS_M,27,26,28,3,2507.2,70,TRUE,TRUE
CHESS-david-gorodetzky-00,CHESS_M,21,21,24,4,3002.8,70,FALSE,FALSE
CHESS-david-klein-00,CHESS_M,27,25,30,6,2628.3,70,FALSE,FALSE
CHESS-david-paravyan-00,CHESS_M,26,25,26,2,3144.7,70,FALSE,FALSE
CHESS-david-stevani-00,CHESS_M,22,22,22,1,2515.1,70,FALSE,TRUE
CHESS-dawid-czerw-00,CHESS_M,25,22,26,5,2485.3,70,FALSE,TRUE
CHESS-dennis-wagner-00,CHESS_M,27,22,27,6,2770.1,70,FALSE,FALSE
CHESS-diptayan-ghosh-00,CHESS_M,21,20,24,5,2824.1,70,FALSE,TRUE
CHESS-dmitrij-kollars-00,CHESS_M,25,20,25,6,3027.9,70,FALSE,FALSE
CHESS-domen-tisaj-00,CHESS_M,20,20,22,3,2873.2,70,FALSE,FALSE
CHESS-dominika-ferkova-00,CHESS_F,22,21,22,2,2291,70,TRUE,TRUE
CHESS-elizabete-limanovska-00,CHESS_F,19,19,22,4,2055.8,70,FALSE,FALSE
CHESS-elliott-liu-00,CHESS_M,21,21,21,1,2580.5,70,TRUE,TRUE
CHESS-emma-richard-00,CHESS_F,33,33,34,2,2425,70,FALSE,FALSE
CHESS-eric-hansen-00,CHESS_M,28,19,32,14,2645.5,70,TRUE,FALSE
CHESS-eric-rosen-00,CHESS_M,31,27,31,5,2694.9,70,FALSE,FALSE
CHESS-evan-ju-00,CHESS_M,19,19,20,2,2772.2,70,FALSE,FALSE
CHESS-evgenios-ioannidis-00,CHESS_M,23,21,24,4,2804.8,70,TRUE,FALSE
CHESS-eyal-grinberg-00,CHESS_M,24,22,24,3,2721.4,70,FALSE,TRUE
CHESS-fabiano-caruana-00,CHESS_M,32,27,32,6,3074.9,70,TRUE,FALSE
CHESS-felix-ynojosa-00,CHESS_M,28,28,28,1,2691.2,70,TRUE,FALSE
CHESS-filiz-osmanodja-00,CHESS_F,22,22,24,3,2264.3,70,FALSE,TRUE
CHESS-francesco-sonis-00,CHESS_M,22,22,22,1,2991.6,70,FALSE,FALSE
CHESS-frode-urkedal-00,CHESS_M,28,27,30,4,2670.4,70,TRUE,TRUE
CHESS-gabor-nagy-00,CHESS_M,25,24,30,7,2724.3,70,FALSE,FALSE
CHESS-gabriela-antova-00,CHESS_F,23,21,23,3,2450.6,70,FALSE,FALSE
CHESS-gal-drnovek-00,CHESS_M,28,28,30,3,2509.6,70,FALSE,FALSE
CHESS-gianmarco-leiva-00,CHESS_M,27,25,29,5,2801.5,70,FALSE,FALSE
CHESS-grzegorz-nasuta-00,CHESS_M,28,21,28,8,2461.1,70,TRUE,FALSE
CHESS-guillaume-lamard-00,CHESS_M,27,25,27,3,2749.7,70,FALSE,FALSE
CHESS-gulrukhbegim-tokhirjonova-00,CHESS_F,24,24,24,1,2775.1,70,FALSE,FALSE
CHESS-gunay-mammadzada-00,CHESS_F,18,18,19,2,2628.7,70,FALSE,FALSE
CHESS-haik-martirosyan-00,CHESS_M,19,19,20,2,3145.1,70,FALSE,FALSE
CHESS-hou-yifan-00,CHESS_F,29,26,30,5,2715.4,70,TRUE,FALSE
CHESS-hugo-ten-hertog-00,CHESS_M,29,27,29,3,2785.6,70,TRUE,TRUE
CHESS-imre-balog-00,CHESS_M,25,22,32,11,2619.8,70,TRUE,FALSE
CHESS-ivan-vihor-krsnik-cohar-00,CHESS_M,28,25,28,4,2751.5,70,TRUE,FALSE
CHESS-ivan-volodin-00,CHESS_M,26,25,29,5,2589.1,70,FALSE,FALSE
CHESS-james-morris-00,CHESS_M,29,24,30,7,2760.7,70,FALSE,FALSE
CHESS-jan-krzysztof-duda-00,CHESS_M,22,22,23,2,3193.1,70,FALSE,FALSE
CHESS-janelle-mae-frayna-00,CHESS_F,28,25,28,4,2419,70,FALSE,FALSE
CHESS-jeffery-xiong-00,CHESS_M,20,20,20,1,3139.3,70,FALSE,FALSE
CHESS-jernej-skuhala-00,CHESS_M,25,25,27,3,2666.4,70,TRUE,FALSE
CHESS-johan-salomon-00,CHESS_M,26,26,26,1,2704.7,70,TRUE,TRUE
CHESS-johan-sebastian-christiansen-00,CHESS_M,26,25,26,2,2979.2,70,TRUE,FALSE
CHESS-john-bartholomew-00,CHESS_M,36,30,38,9,2741.7,70,TRUE,TRUE
CHESS-jon-ludvig-hammer-00,CHESS_M,30,25,34,10,2677.3,70,TRUE,FALSE
CHESS-jonathan-westerberg-00,CHESS_M,29,24,30,7,2685.8,70,TRUE,TRUE
CHESS-jorden-van-foreest-00,CHESS_M,24,20,25,6,3022.5,70,FALSE,FALSE
CHESS-jorge-cori-00,CHESS_M,25,25,29,5,2937.5,70,FALSE,TRUE
CHESS-jorge-viterbo-ferreira-00,CHESS_M,27,23,30,8,2623.1,70,TRUE,FALSE
CHESS-josefine-heinemann-00,CHESS_F,25,25,26,2,2577.2,70,FALSE,TRUE
CHESS-jules-moussard-00,CHESS_M,28,25,28,4,3105.8,70,FALSE,FALSE
CHESS-julia-alboredo-00,CHESS_F,27,22,28,7,2297.6,70,FALSE,FALSE
CHESS-julianna-terbe-00,CHESS_F,26,26,27,2,2340.6,70,TRUE,TRUE
CHESS-kacper-drozdowski-00,CHESS_M,28,25,28,4,2961.6,70,FALSE,FALSE
CHESS-kacper-piorun-00,CHESS_M,30,27,33,7,2803.5,70,FALSE,FALSE
CHESS-kagan-aydincelebi-00,CHESS_M,21,20,22,3,2885.3,70,FALSE,FALSE
CHESS-kamil-dragun-00,CHESS_M,23,22,29,8,2665.5,70,TRUE,FALSE
CHESS-kamil-kozio-00,CHESS_M,20,20,20,1,2609.9,70,TRUE,TRUE
CHESS-keti-tsatsalashvili-00,CHESS_F,28,26,32,7,2400.3,70,FALSE,FALSE
CHESS-kevin-joel-cori-quispe-00,CHESS_M,25,23,25,3,2902.9,70,TRUE,FALSE
CHESS-konstantin-nikologorskiy-00,CHESS_M,26,23,28,6,2511.4,70,TRUE,FALSE
CHESS-kristian-stuvik-holm-00,CHESS_M,21,20,22,3,2647.6,70,FALSE,TRUE
CHESS-lanita-stetsko-00,CHESS_F,26,25,29,5,2177.3,70,TRUE,TRUE
CHESS-lars-oskar-hauge-00,CHESS_M,23,23,23,1,2867.1,70,FALSE,FALSE
CHESS-lena-georgescu-00,CHESS_F,18,18,21,4,2214.6,70,FALSE,TRUE
CHESS-levy-rozman-00,CHESS_M,24,24,24,1,2959.9,70,FALSE,FALSE
CHESS-lisa-schut-00,CHESS_F,29,26,30,5,2463.8,70,FALSE,FALSE
CHESS-lorenzo-lodici-00,CHESS_M,21,21,22,2,2847.1,70,FALSE,TRUE
CHESS-luis-paulo-supi-00,CHESS_M,28,23,28,6,2945.7,70,FALSE,FALSE
CHESS-luka-paichadze-00,CHESS_M,33,24,34,11,2506.8999999999996,70,TRUE,FALSE
CHESS-maaike-keetman-00,CHESS_F,23,21,25,5,2300.9,70,TRUE,FALSE
CHESS-maciej-klekowski-00,CHESS_M,32,26,32,7,2766.3,70,FALSE,FALSE
CHESS-mackenzie-molner-00,CHESS_M,32,32,32,1,2688.9,70,TRUE,TRUE
CHESS-mai-narva-00,CHESS_F,21,21,21,1,2708.4,70,FALSE,TRUE
CHESS-manuel-petrosyan-00,CHESS_M,22,21,26,6,2911.1,70,FALSE,TRUE
CHESS-mara-jos-campos-00,CHESS_F,25,25,26,2,2464.6,70,TRUE,FALSE
CHESS-marcin-krysztofiak-00,CHESS_M,24,23,25,3,2172.2,70,FALSE,TRUE
CHESS-marcin-krzyanowski-00,CHESS_M,28,27,31,5,2812.7,70,FALSE,FALSE
CHESS-maria-gevorgyan-00,CHESS_F,24,24,30,7,2353.7,70,FALSE,FALSE
CHESS-maria-leks-00,CHESS_F,24,24,29,6,2144.9,70,FALSE,FALSE
CHESS-marjorie-herrera-00,CHESS_F,22,22,23,2,2104.1,70,FALSE,FALSE
CHESS-mateusz-koosowski-00,CHESS_M,32,27,32,6,2716.6,70,FALSE,FALSE
CHESS-max-illingworth-00,CHESS_M,27,25,32,8,2744.8,70,FALSE,FALSE
CHESS-max-warmerdam-00,CHESS_M,24,23,24,2,2952,70,TRUE,FALSE
CHESS-maxim-lugovskoy-00,CHESS_M,25,21,25,5,2655,70,TRUE,FALSE
CHESS-maxime-lagarde-00,CHESS_M,30,29,30,2,2944.2,70,TRUE,FALSE
CHESS-maxime-vachier-lagrave-00,CHESS_M,30,29,34,6,3107.3,70,FALSE,FALSE
CHESS-maxx-coleman-00,CHESS_M,36,31,36,6,2557.2,70,FALSE,FALSE
CHESS-mehak-gul-00,CHESS_F,21,21,22,2,1553.8,70,TRUE,TRUE
CHESS-melissa-castrillon-gomez-00,CHESS_F,30,23,30,8,2197.7,70,TRUE,FALSE
CHESS-michalina-rudziska-00,CHESS_F,22,22,22,1,2440.9,70,TRUE,FALSE
CHESS-miguel-santos-ruiz-00,CHESS_M,22,22,25,4,2854.5,70,TRUE,FALSE
CHESS-mirai-aoshima-00,CHESS_M,26,22,29,8,2355.1,70,TRUE,TRUE
CHESS-moulthun-ly-00,CHESS_M,30,27,32,6,2823.6,70,TRUE,TRUE
CHESS-natacha-benmesbah-00,CHESS_F,35,30,35,6,2173.4,70,TRUE,FALSE
CHESS-nataliya-buksa-00,CHESS_F,28,22,28,7,2221.5,70,TRUE,FALSE
CHESS-niclas-huschenbeth-00,CHESS_M,32,28,33,6,2615.4,70,TRUE,FALSE
CHESS-nico-georgiadis-00,CHESS_M,28,27,29,3,2870.8,70,TRUE,FALSE
CHESS-nicolai-getz-00,CHESS_M,28,25,31,7,2360.2,70,TRUE,TRUE
CHESS-nicolas-checa-00,CHESS_M,23,23,23,1,3012.6,70,FALSE,FALSE
CHESS-nikita-meshkovs-00,CHESS_M,30,24,30,7,2824,70,FALSE,FALSE
CHESS-nikolas-theodorou-00,CHESS_M,24,24,24,1,3206.4,70,FALSE,FALSE
CHESS-nino-khomeriki-00,CHESS_F,22,21,23,3,2354.1,70,TRUE,TRUE
CHESS-nitzan-steinberg-00,CHESS_M,26,21,27,7,2838.3,70,FALSE,FALSE
CHESS-nol-studer-00,CHESS_M,24,22,24,3,2692.1,70,FALSE,TRUE
CHESS-oluwafemi-balogun-00,CHESS_M,37,28,37,10,2312.4,70,TRUE,FALSE
CHESS-omer-reshef-00,CHESS_M,24,23,27,5,2490.9,70,FALSE,FALSE
CHESS-onkemetse-francis-00,CHESS_F,25,25,33,9,1588.1999999999998,70,FALSE,TRUE
CHESS-ori-kobo-00,CHESS_M,27,25,27,3,2878.8,70,FALSE,FALSE
CHESS-oskar-wieczorek-00,CHESS_M,30,24,30,7,2662.7,70,FALSE,FALSE
CHESS-ottomar-ladva-00,CHESS_M,19,19,22,4,2802.8,70,TRUE,TRUE
CHESS-padmini-rout-00,CHESS_F,26,26,28,3,2557.6,70,TRUE,FALSE
CHESS-parham-maghsoodloo-00,CHESS_M,24,23,24,2,3176.9,70,FALSE,FALSE
CHESS-parimarjan-negi-00,CHESS_M,28,24,28,5,2601.5,70,TRUE,TRUE
CHESS-pere-garriga-cazorla-00,CHESS_M,23,23,24,2,2803,70,TRUE,TRUE
CHESS-peter-flermoen-00,CHESS_M,28,26,29,4,2509.8,70,TRUE,FALSE
CHESS-peter-kokol-00,CHESS_M,32,25,35,11,2246,70,TRUE,FALSE
CHESS-philip-lindgren-00,CHESS_M,28,23,29,7,2458.1,70,FALSE,FALSE
CHESS-pierre-barbot-00,CHESS_M,28,28,28,1,2692.1,70,TRUE,TRUE
CHESS-pierre-laurent-paoli-00,CHESS_M,24,22,24,3,2798.5,70,FALSE,FALSE
CHESS-piotr-nguyen-00,CHESS_M,30,26,33,8,2457.9,70,FALSE,FALSE
CHESS-polina-shuvalova-00,CHESS_F,23,22,23,2,2815.7,70,FALSE,FALSE
CHESS-pouya-idani-00,CHESS_M,28,22,29,8,2494.2,70,TRUE,FALSE
CHESS-quinten-ducarmon-00,CHESS_M,28,25,30,6,2599.2,70,TRUE,FALSE
CHESS-raphael-lagunow-00,CHESS_M,22,22,22,1,2556.9,70,TRUE,TRUE
CHESS-ravi-haria-00,CHESS_M,22,21,22,2,2777.3,70,FALSE,FALSE
CHESS-razvan-preotu-00,CHESS_M,21,21,21,1,2832.5,70,FALSE,FALSE
CHESS-roven-vogel-00,CHESS_M,24,23,24,2,2947,70,FALSE,FALSE
CHESS-ruifeng-li-00,CHESS_M,21,19,23,5,2880.4,70,TRUE,FALSE
CHESS-saar-drori-00,CHESS_M,20,18,21,4,2682.9,70,FALSE,FALSE
CHESS-sahaj-grover-00,CHESS_M,29,24,29,6,2754.6,70,TRUE,FALSE
CHESS-samvel-ter-sahakyan-00,CHESS_M,31,26,31,6,2885.1,70,TRUE,FALSE
CHESS-sarasadat-khademalsharieh-00,CHESS_F,23,22,23,2,2689.9,70,FALSE,FALSE
CHESS-sergei-lobanov-00,CHESS_M,23,23,23,1,2944.3,70,FALSE,FALSE
CHESS-shahin-lorparizangeneh-00,CHESS_M,25,23,26,4,2823.8,70,FALSE,FALSE
CHESS-shamsiddin-vokhidov-00,CHESS_M,22,21,22,2,3062.5,70,FALSE,TRUE
CHESS-shinsaku-uesugi-00,CHESS_M,32,31,32,2,2539.6,70,TRUE,FALSE
CHESS-shinya-kojima-00,CHESS_M,33,27,36,10,2381.3,70,TRUE,FALSE
CHESS-shiyam-thavandiran-00,CHESS_M,28,25,32,8,2604.6,70,TRUE,FALSE
CHESS-shrook-wafa-00,CHESS_F,27,27,27,1,2496.9,70,FALSE,FALSE
CHESS-shyam-sundar-00,CHESS_M,32,25,32,8,2454.2,70,TRUE,FALSE
CHESS-sidhant-mohapatra-00,CHESS_M,26,21,26,6,2712.5,70,FALSE,FALSE
CHESS-sigitas-kalvaitis-00,CHESS_M,24,24,25,2,2445.6,70,TRUE,TRUE
CHESS-siranush-ghukasyan-00,CHESS_F,21,21,22,2,2406.4,70,FALSE,FALSE
CHESS-spartak-grigorian-00,CHESS_M,23,23,26,4,2493.7,70,TRUE,FALSE
CHESS-srinath-narayanan-00,CHESS_M,25,25,26,2,2965.8,70,FALSE,FALSE
CHESS-stamatis-kourkoulos-arditis-00,CHESS_M,26,25,26,2,2805.3,70,TRUE,FALSE
CHESS-stavroula-tsolakidou-00,CHESS_F,24,23,24,2,2683.2,70,TRUE,FALSE
CHESS-steven-zierk-00,CHESS_M,29,26,31,6,2806.1,70,FALSE,FALSE
CHESS-susanna-gaboyan-00,CHESS_F,21,21,22,2,2613.1,70,TRUE,FALSE
CHESS-szymon-gumularz-00,CHESS_M,23,23,23,1,3026.9,70,FALSE,FALSE
CHESS-tal-baron-00,CHESS_M,31,27,31,5,2838.5,70,FALSE,FALSE
CHESS-tautvydas-vedrickas-00,CHESS_M,21,21,21,1,2575.7,70,TRUE,FALSE
CHESS-tea-gueci-00,CHESS_F,24,24,25,2,2527.7,70,FALSE,FALSE
CHESS-teodora-injac-00,CHESS_F,22,21,24,4,2701.2,70,FALSE,FALSE
CHESS-thanh-tu-tran-00,CHESS_M,25,24,28,5,2420.3,70,TRUE,FALSE
CHESS-thomas-beerdsen-00,CHESS_M,25,24,26,3,2915.5,70,FALSE,FALSE
CHESS-thorben-koop-00,CHESS_M,27,27,28,2,2526.3,70,FALSE,FALSE
CHESS-thore-perske-00,CHESS_M,25,24,25,2,2749.1,70,FALSE,FALSE
CHESS-timur-fakhrutdinov-00,CHESS_M,21,18,21,4,2699.6,70,TRUE,TRUE
CHESS-toivo-keinnen-00,CHESS_M,22,21,22,2,3083.8,70,FALSE,FALSE
CHESS-tomas-tvarijonas-00,CHESS_M,26,25,28,4,2538.8,70,FALSE,FALSE
CHESS-toms-kantans-00,CHESS_M,29,24,30,7,2683,70,FALSE,FALSE
CHESS-tor-fredrik-kaasen-00,CHESS_M,21,20,21,2,2917,70,FALSE,FALSE
CHESS-triin-narva-00,CHESS_F,29,24,30,7,1971.4,70,TRUE,FALSE
CHESS-tunde-onakoya-00,CHESS_M,25,25,30,6,2107.5,70,TRUE,TRUE
CHESS-ukasz-licznerski-00,CHESS_M,28,27,29,3,2863.2,70,FALSE,FALSE
CHESS-vahe-baghdasaryan-00,CHESS_M,30,30,31,2,2602.3,70,TRUE,FALSE
CHESS-valentin-dragnev-00,CHESS_M,25,25,25,1,2929.3,70,FALSE,FALSE
CHESS-valentina-golubenko-00,CHESS_F,33,31,33,3,2348.1,70,TRUE,FALSE
CHESS-vanessa-west-00,CHESS_F,35,33,35,3,1914.6999999999998,70,TRUE,FALSE
CHESS-vasif-durarbayli-00,CHESS_M,32,27,33,7,2820.2,70,FALSE,FALSE
CHESS-victor-nithander-00,CHESS_M,28,24,29,6,2089.7,70,TRUE,FALSE
CHESS-victor-shumyatsky-00,CHESS_M,26,23,26,4,2524,70,TRUE,FALSE
CHESS-vid-dobrovoljc-00,CHESS_M,24,21,24,4,2715.1,70,TRUE,FALSE
CHESS-vilka-sipil-00,CHESS_M,36,26,37,12,2324.2,70,TRUE,FALSE
CHESS-vincent-rothuis-00,CHESS_M,28,26,34,9,2449.5,70,TRUE,FALSE
CHESS-vitaliy-bernadskiy-00,CHESS_M,30,21,30,10,2601.2,70,TRUE,FALSE
CHESS-volodymyr-vetoshko-00,CHESS_M,26,21,26,6,2733.2,70,TRUE,FALSE
CHESS-wei-yi-00,CHESS_M,23,23,25,3,3069.3,70,TRUE,FALSE
CHESS-wojtek-sochacki-00,CHESS_M,28,23,32,10,2231.8,70,TRUE,FALSE
CHESS-xueyi-li-00,CHESS_F,28,27,29,3,2399.8,70,TRUE,FALSE
CHESS-yu-yangyi-00,CHESS_M,29,26,29,4,2934.2,70,TRUE,TRUE
CHESS-yuanling-yuan-00,CHESS_F,24,23,29,7,2236.2,70,TRUE,FALSE
CHESS-yuri-vovk-00,CHESS_M,34,27,34,8,2651.1,70,FALSE,FALSE
CHESS-zeng-chongsheng-00,CHESS_M,28,28,28,1,2858.2,70,TRUE,FALSE
CHESS-zhai-mo-00,CHESS_F,27,24,27,4,2406.7,70,TRUE,FALSE
CHESS-zhamsaran-tsydypov-00,CHESS_M,23,21,27,7,2870.8,70,FALSE,FALSE
CHESS-zhansaya-abdumalik-00,CHESS_F,20,20,20,1,2721.8,70,FALSE,FALSE
CHESS-zhuoling-li-00,CHESS_F,25,24,26,3,2240.9,70,TRUE,FALSE
MLB-aaron-altherr-00,MLB,26,26,26,1,0.8065925,70,FALSE,FALSE
MLB-aaron-bummer-00,MLB,25,25,27,3,0.702847,70,FALSE,TRUE
MLB-aaron-cook-00,MLB,29,29,29,1,2.5453802999999997,70,TRUE,TRUE
MLB-aaron-cunningham-00,MLB,24,24,25,2,0.07524029999999998,70,TRUE,FALSE
MLB-aaron-hicks-00,MLB,28,28,28,1,2.2097668,70,FALSE,FALSE
MLB-aaron-hill-00,MLB,30,30,30,1,3.263616,70,FALSE,FALSE
MLB-aaron-laffey-00,MLB,24,24,25,2,0.28510779999999997,70,TRUE,FALSE
MLB-aaron-myette-00,MLB,23,23,23,1,0.10738819999999996,70,TRUE,TRUE
MLB-aaron-nola-00,MLB,29,28,29,2,2.9059098,70,TRUE,FALSE
MLB-aaron-rowand-00,MLB,29,29,29,1,3.8160363999999998,70,FALSE,FALSE
MLB-aaron-sanchez-00,MLB,23,23,23,1,1.3855674,70,FALSE,TRUE
MLB-aaron-small-00,MLB,25,25,25,1,0.4306070999999999,70,TRUE,FALSE
MLB-abraham-o-nunez-00,MLB,29,29,29,1,0.3322440999999998,70,FALSE,FALSE
MLB-abraham-toro-00,MLB,27,27,27,1,0.18314619999999993,70,TRUE,FALSE
MLB-adalberto-mondesi-00,MLB,23,22,23,2,1.0831977,70,TRUE,FALSE
MLB-adam-bernero-00,MLB,26,26,28,3,0.24906699999999998,70,TRUE,TRUE
MLB-adam-dunn-00,MLB,24,24,25,2,3.0530063999999997,70,FALSE,FALSE
MLB-adam-eaton-00,MLB,25,25,26,2,1.6191868000000003,70,TRUE,TRUE
MLB-adam-eaton-01,MLB,27,27,27,1,4.062588099999999,70,FALSE,TRUE
MLB-adam-haseley-00,MLB,23,23,23,1,0.22276709999999997,70,FALSE,FALSE
MLB-adam-jones-00,MLB,27,26,28,3,3.2962866,70,FALSE,FALSE
MLB-adam-kennedy-00,MLB,26,26,29,4,1.8957057000000002,70,FALSE,FALSE
MLB-adam-lind-00,MLB,25,25,25,1,1.9757381,70,FALSE,FALSE
MLB-adam-loewen-00,MLB,22,22,22,1,0.5334462,70,FALSE,TRUE
MLB-adam-wainwright-00,MLB,31,31,32,2,3.200756,70,FALSE,TRUE
MLB-addison-reed-00,MLB,27,27,27,1,1.6055468999999996,70,FALSE,FALSE
MLB-addison-russell-00,MLB,22,22,22,1,2.456461,70,FALSE,FALSE
MLB-adeiny-hechavarra-00,MLB,26,26,26,1,1.0586210999999999,70,FALSE,FALSE
MLB-adrian-beltr-00,MLB,25,25,25,1,6.529314,70,FALSE,FALSE
MLB-adrian-brown-00,MLB,26,26,26,1,0.4007030999999999,70,FALSE,TRUE
MLB-adrian-houser-00,MLB,26,26,28,3,0.7067157,70,TRUE,TRUE
MLB-adrian-morejon-00,MLB,25,25,25,1,0.6745137,70,TRUE,FALSE
MLB-adrin-gonzlez-00,MLB,29,27,29,3,4.1346362,70,FALSE,FALSE
MLB-aj-burnett-00,MLB,31,31,31,1,2.4842153,70,TRUE,FALSE
MLB-aj-cole-00,MLB,28,27,29,3,0.004641599999999968,70,FALSE,FALSE
MLB-aj-minter-00,MLB,28,28,28,1,1.3782111999999997,70,FALSE,FALSE
MLB-aj-pierzynski-00,MLB,35,35,35,1,1.8026217,70,FALSE,FALSE
MLB-alan-benes-00,MLB,25,25,25,1,1.1027858,70,FALSE,TRUE
MLB-albert-almora-jr-00,MLB,24,24,24,1,1.2270723,70,FALSE,FALSE
MLB-albert-pujols-00,MLB,23,23,30,8,5.9199828,70,FALSE,FALSE
MLB-alberto-callaspo-00,MLB,28,28,29,2,1.8101099999999999,70,FALSE,FALSE
MLB-albie-lopez-00,MLB,28,28,29,2,0.9008687000000001,70,FALSE,TRUE
